artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn,total_stats,expected_stats,efficiency,class_cn
Melvin Chan,1.0,HUNTER,True,2,119702,相信我，计时器总会在0秒时准时停止。,1.0,,TIME_603,['DEATHRATTLE'],计时炸弹,MECHANICAL,['MECHANICAL'],COMMON,TIME_TRAVEL,<b>亡语：</b>随机消灭一个敌方随从。,MINION,,,,,,,,,,,,,,,,,,,,普通,2.0,4.651116518401871,0.4300042779163061,猎人
Dmitry Bolotov,3.0,HUNTER,True,6,119703,当心！它在你6点钟方向！,4.0,,TIME_605,"['BATTLECRY', 'ELUSIVE', 'RUSH']",纪元追猎者,BEAST,['BEAST'],COMMON,TIME_TRAVEL,"<b>突袭</b>。<b>扰魔</b>
<b>战吼：</b>召唤一个本随从的复制。",MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,10.757995502148095,0.6506788368337094,猎人
Tee Fuyuan,1.0,HUNTER,True,1,119704,打脸的时候，时间过得总是很快。,3.0,,TIME_606,['AURA'],奎尔多雷造箭师,,,RARE,TIME_TRAVEL,当你的手牌少于或等于三张时，你的英雄技能的法力值消耗为（0）点。,MINION,,,,,,,,,,,,,,,,,,,,稀有,4.0,3.1243967724653157,1.2802471297023479,猎人
Rafael Zanchetin,2.0,HUNTER,True,3,119707,无论她后来会变成什么样子，她都是抗击巫妖王时最为英勇的游侠将军，是银月城的英雄。,4.0,,TIME_609,['BATTLECRY'],游侠将军希尔瓦娜斯,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>战吼：</b>对所有敌人造成2点伤害。如果你使用过奥蕾莉亚或温蕾萨，每使用过一位，重复一次。",MINION,,,,True,,,,,,True,,,,,,,,,,传说,6.0,6.177836264338427,0.9712138268595775,猎人
Kevin Sidharta,2.0,DEATHKNIGHT,True,1,120481,勇士的笑容渐渐凝固……,1.0,,TIME_613,['DEATHRATTLE'],时空冰封勇士,,,COMMON,TIME_TRAVEL,<b>亡语：</b>随机获取一张<b>传说</b>随从牌，其法力值消耗减少（1）点。,MINION,,,,,"{'blood': 0, 'frost': 1, 'unholy': 0}",,,,,,,,,,,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,
Caroline Gariba,3.0,DEATHKNIGHT,True,3,121015,可以把你的痛苦转嫁给更健康的个体——你的对手。,4.0,,TIME_614,['BATTLECRY'],生命撕裂者,UNDEAD,['UNDEAD'],RARE,TIME_TRAVEL,<b>战吼：</b>在本回合中，如果你的英雄的生命值发生变化，对一个敌方随从造成6点伤害。,MINION,,,,,,对一个敌方随从造成6点伤害。,,,,,,,,,,,,,,稀有,7.0,6.177836264338427,1.1330827980028404,
Dmitry Bolotov,8.0,DEATHKNIGHT,True,4,121017,冻心的时候，时间过得总是特别特别快。,7.0,,TIME_617,['TRIGGER_VISUAL'],时空封冻者,UNDEAD,['UNDEAD'],EPIC,TIME_TRAVEL,你不再会在你的回合开始时抽牌。,MINION,,,,,"{'blood': 0, 'frost': 1, 'unholy': 1}",,,,,,,,,,,,,,,史诗,15.0,7.704556010274983,1.9468999874873563,
Grafit,5.0,DEATHKNIGHT,True,4,121000,第二次生命往往会被白白浪费，这为哈斯克提供了无尽的笑料。,3.0,,TIME_618,['BATTLECRY'],永时收割者哈斯克,UNDEAD,['UNDEAD'],LEGENDARY,TIME_TRAVEL,<b>战吼：</b>使你的英雄获得“<b>亡语：</b>消耗最多20份<b>残骸</b>，复活你的英雄并使其具有等量生命值。”,MINION,,['DEATHRATTLE'],,True,,,,,,,,,,,,,,,,传说,8.0,7.704556010274983,1.0383466599932567,
James Ryman,4.0,DEATHKNIGHT,True,4,120183,在某条黑暗的时间线中，塔兰吉不幸被害，又被复活为死亡骑士。可即便是死亡，也不能阻止她保护赞达拉的人民。,5.0,,TIME_619,['BATTLECRY'],墓地尊主塔兰吉,UNDEAD,['UNDEAD'],LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>战吼：</b>抽取邦桑迪<i>（如果他已经死亡则将其复活）</i>，选择并使其获得一项恩泽。",MINION,,,,True,,,,,,,,,,,,,,,,传说,9.0,7.704556010274983,1.1681399924924138,
Matt Dixon,5.0,DRUID,True,5,120749,各种有关我的物种濒危报告有过分夸大的——,5.0,,TIME_703,"['BATTLECRY', 'TAUNT']",濒危的渡渡鸟,BEAST,['BEAST'],RARE,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>如果你的生命值小于或等于10点，获得+5/+5并召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,,,,,,稀有,10.0,9.231275756211538,1.0832738902064758,德鲁伊
Sergey Tsvelykh,6.0,DRUID,True,7,120761,随堂测验考的永远都是冷门难题。,6.0,,TIME_704,"['BATTLECRY', 'DISCOVER']",上层精灵教师,,,EPIC,TIME_TRAVEL,<b>战吼：</b>获取一张2/2的小学生。<b>发现</b>一个来自过去的法力值消耗大于或等于（7）点的法术，教会小学生。,MINION,,,,,,,,,,,,,,,,,,,,史诗,12.0,12.284715248084652,0.9768236184286776,德鲁伊
James Ryman,4.0,DRUID,True,6,120762,这条卡牌趣文花了我们整整一个纪元的时间。,7.0,,TIME_705,"['BATTLECRY', 'TAUNT']",纪元守护者克洛纳,,,LEGENDARY,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>将你牌库底的五张牌的法力值消耗变为（1）点。,MINION,,,,True,,,,,,,,,,,,,,,,传说,11.0,10.757995502148095,1.0224953150244005,德鲁伊
Max Grecke,2.0,PALADIN,True,2,120774,卡牌？我们要去的时空不需要卡牌。,3.0,,TIME_706,['BATTLECRY'],超时空鳍侠,MURLOC,['MURLOC'],LEGENDARY,TIME_TRAVEL,"<b>战吼：</b>将你的手牌替换为你的起始手牌。在你的回合结束时
换回。",MINION,,,,True,,,,,,,,,,,,,,,,传说,5.0,4.651116518401871,1.0750106947907652,圣骑士
Stefano Spagnuolo,3.0,ROGUE,True,4,120790,“赶快投降！”“不然就打一场！”,3.0,,TIME_710,"['COMBO', 'STEALTH']",暴徒双人组,,,COMMON,TIME_TRAVEL,<b>潜行</b>。<b>连击：</b>召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,,,,,,普通,6.0,7.704556010274983,0.7787599949949425,潜行者
Ivan Fomin,4.0,ROGUE,True,5,120805,海盗龙最喜欢这种箱子了。真箱。,6.0,,TIME_713,['BATTLECRY'],时空上将钩尾,PIRATE,"['DRAGON', 'PIRATE']",LEGENDARY,TIME_TRAVEL,<b>战吼：</b>为你的对手召唤一个0/8的宝箱。<i>宝箱装满了幸运币！</i>,MINION,,,,True,,,,,,,,,,,,,,,,传说,10.0,9.231275756211538,1.0832738902064758,潜行者
Grafit,7.0,WARRIOR,True,6,120817,埃博克好刻薄唉！,5.0,,TIME_714,['BATTLECRY'],时光领主埃博克,DRAGON,['DRAGON'],LEGENDARY,TIME_TRAVEL,"<b>战吼：</b>消灭你的对手上回合使用的
所有随从。",MINION,,,,True,,,,,,,,,,,,,,,,传说,12.0,10.757995502148095,1.1154494345720734,战士
Zoltan Boros,5.0,NEUTRAL,True,5,120847,龙族士兵接受了一个世纪的青铜化后，这是他的身体发生的变化。,3.0,,TIME_720,"['BATTLECRY', 'TAUNT']",青铜龙士兵,DRAGON,['DRAGON'],RARE,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>本随从的生命值翻倍。,MINION,,,,,,,,,,,,,,,,,,,,稀有,8.0,9.231275756211538,0.8666191121651807,中立
Sergey Tsvelykh,2.0,DRUID,True,2,121460,如果这两只野兽浮到了你的牌库表面上，那可不是什么好兆头。,3.0,,TIME_730,"['BATTLECRY', 'DISCOVER']",卡多雷培育师,,,RARE,TIME_TRAVEL,<b>战吼：</b><b>发现</b>2张野兽牌，将它们置于你的牌库底并具有+5/+5。,MINION,,,,,,,,,,,,,,,,,,,,稀有,5.0,4.651116518401871,1.0750106947907652,德鲁伊
Alex Horley Orlandelli,7.0,WARRIOR,True,7,119451,在血红之环，人们称他为“幽灵之狼”洛戈什。他已然忘了自己的过去，他的另一重身份：瓦里安·乌瑞恩，暴风城国王。,7.0,,TIME_850,"['DEATHRATTLE', 'RUSH']",血斗士洛戈什,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>突袭</b>。<b>亡语：</b>从你的手牌中召唤一位血斗士，使其获得+5/+5并随机攻击一个敌人。",MINION,,,,True,,,,,,,,,,,,,,,,传说,14.0,12.284715248084652,1.1396275548334573,战士
Zoltan Boros,2.0,MAGE,True,5,119524,辛达苟萨曾是玛里苟斯的爱侣，也是首批怀疑奈萨里奥已被腐蚀的巨龙之一。她悔恨自己没能坚持当初的怀疑。,8.0,,TIME_852,['AURA'],碧蓝女王辛达苟萨,DRAGON,['DRAGON'],LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
如果你控制着其他龙，你的奥术法术的法力值消耗减少（2）点。",MINION,,,,True,,,,,,,,,,,,,,,,传说,10.0,9.231275756211538,1.0832738902064758,法师
James Ryman,4.0,MAGE,True,5,119632,教授的第一个法术：伤害。,7.0,,TIME_856,['SPELLPOWER'],艾杰斯亚导师,DRAGON,['DRAGON'],COMMON,TIME_TRAVEL,<b>法术伤害+2</b>,MINION,,,,,,,,,,,,,1.0,,,,,,,普通,11.0,9.231275756211538,1.1916012792271236,法师
Tanamaes Leejierasaes,5.0,MAGE,True,7,119649,时间自有其构造。请看。,5.0,,TIME_858,['BATTLECRY'],时空构造体,ELEMENTAL,['ELEMENTAL'],RARE,TIME_TRAVEL,<b>战吼：</b>对一个敌方随从造成5点伤害，然后抽牌，数量等同于超过目标生命值的伤害。,MINION,,,,,,对一个敌方随从造成5点伤害。,,,,,,,,,,,,,,稀有,10.0,12.284715248084652,0.8140196820238981,法师
Jaemin Kim,2.0,MAGE,True,2,119740,只有最亲密的朋友和敌人能分享我的秘密。,2.0,,TIME_860,['BATTLECRY'],神秘无面者,,,EPIC,TIME_TRAVEL,<b>战吼：</b>检视2个随机<b>奥秘</b>，选择其中一个为你自己施放，另一个为你的对手施放。,MINION,,['SECRET'],,,,,,,,,,,,,,,,,,史诗,4.0,4.651116518401871,0.8600085558326122,法师
Patrik Bjorkstrom,3.0,MAGE,True,3,119741,唔，这个循环完蛋了。冥想静待下一个循环吧。,3.0,,TIME_861,['BATTLECRY'],时光循环者托奇,,,LEGENDARY,TIME_TRAVEL,<b>战吼：</b>随机获取3张来自过去的法术牌。当你使用了全部3张法术牌，再获取一张时光循环者托奇。,MINION,,,,True,,,,,,,,,,,,,,,,传说,6.0,6.177836264338427,0.9712138268595775,法师
Danny Beck,2.0,WARRIOR,True,5,119780,今日之嗣，明日之逝。,6.0,,TIME_871,"['BATTLECRY', 'TAUNT']",后世之嗣,DRAGON,['DRAGON'],EPIC,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>每有一个受伤的随从，便获得+2/+2。,MINION,,,,,,,,,,,,,,,,,,,,史诗,8.0,9.231275756211538,0.8666191121651807,战士
Mike Sass,13.0,WARRIOR,True,8,119783,这充其量是个临时的称号，就和“成熟番茄”差不多。,13.0,,TIME_872,"['BATTLECRY', 'RUSH']",不败冠军,,,RARE,TIME_TRAVEL,<b>突袭</b>。<b>战吼：</b>用随机的法力值消耗为（1）的随从填满你对手的面板。,MINION,,,,,,,,,,,,,,,,,,,,稀有,26.0,13.811434994021205,1.882498090260358,战士
L. Lullabi & T. Shevtsov,5.0,ROGUE,True,4,119814,那一天，迦罗娜成就了奇功。从此，她不仅仅是部落派出的刺客，更是终结洛丹伦独裁暴政的解放者。,4.0,,TIME_875,['BATTLECRY'],半兽人迦罗娜,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>战吼：</b>如果莱恩国王在对手手牌中，将其摧毁并将敌方英雄的生命值砍半。",MINION,,,,True,,,,,,,,,,,,,,,,传说,9.0,7.704556010274983,1.1681399924924138,潜行者
Todd Harris,1.0,ROGUE,True,1,119841,变成方形！变成圆形！变成菱形！,1.0,,TIME_876,,神秘变形者,,,EPIC,TIME_TRAVEL,如果这张牌在你的手牌中，每个回合都会随机变成你对手手牌中的一张随从牌。,MINION,,,,,,,,,,,,,,,,,,,,史诗,2.0,3.1243967724653157,0.6401235648511739,潜行者
Sergey Tsvelykh,7.0,PRIEST,True,10,120060,在我们的时间线中，麦迪文以为萨格拉斯的黑暗影响无法抵抗。但在某条时间线中，他成功了。,7.0,,TIME_890,['BATTLECRY'],圣者麦迪文,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
如果你控制着卡拉赞，本牌的法力值消耗为（0）点。<b>战吼：</b><b>沉默</b>并消灭所有其他随从。",MINION,,['SILENCE'],,True,,,,,,,,,,,,,,,,传说,14.0,16.86487448589432,0.8301277315588395,牧师
Mike Sass,7.0,NEUTRAL,True,4,129894,末日预言者本以为自己错过了《大地的裂变》，没想到这样的末日还有第二次！,4.0,打开<i>穿越时间流</i>金色包后可解锁。,TIME_EVENT_300,['DEATHRATTLE'],黑铁先驱,,,EPIC,EVENT,<b>亡语：</b>召唤一个0/7的末日预言者。末日预言者会在你的回合开始时消灭所有随从。,MINION,,,,,,,,,,,,ALLIANCE,,,打开<i>穿越时间流</i>卡牌包后可解锁。,,,,,史诗,11.0,7.704556010274983,1.427726657490728,中立
Alex Stone,8.0,NEUTRAL,True,8,126697,你需要集齐勇气之龙，智慧之龙和力量之龙，才能击败终焉的灭世者。,8.0,打开<i>穿越时间流</i>金色包后可解锁。,TIME_EVENT_301,['BATTLECRY'],灭世信徒,DRAGON,['DRAGON'],EPIC,EVENT,"<b>战吼：</b>随机消灭一个
其他随从。你手牌中每有一张龙牌，重复一次。",MINION,,,,,,,,,,,,ALLIANCE,,,打开<i>穿越时间流</i>卡牌包后可解锁。,,,,,史诗,16.0,13.811434994021205,1.1584603632371435,中立
L. Lullabi & T. Shevstov,5.0,PALADIN,True,5,121676,在露妮的时间线中，她本是最后一个圣骑士，继承了时光卫士的称号。受到了米达的祝福之后，她拥有了引导命运丝线的力量，可以将它们安放在时空中所需的位置上。,5.0,打开<i>穿越时间流</i>金色包后可解锁。,TIME_EVENT_998,['BATTLECRY'],时光卫士露妮,DRAENEI,['DRAENEI'],LEGENDARY,EVENT,<b>战吼：</b>将你手牌中的所有随从牌送入2回合后的未来。这些牌返回时会具有+5/+5。,MINION,,,,True,,,,,,,,,,,打开<i>穿越时间流</i>卡牌包后可解锁。,,,,,传说,10.0,9.231275756211538,1.0832738902064758,圣骑士
Tee Fuyuan,3.0,NEUTRAL,True,4,117762,“这个树墩子我之前见过，我们肯定走对了！”,5.0,,TLC_100,['BATTLECRY'],导航员伊莉斯,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>如果你的套牌中的牌有10种不同的法力值消耗，制造一个自定义的地标。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,8.0,7.704556010274983,1.0383466599932567,中立
James Ryman,2.0,NEUTRAL,True,3,119781,自然一点，自然一点。,3.0,,TLC_101,"['ENRAGED', 'REBORN', 'TAUNT']",卧底教徒,,,COMMON,THE_LOST_CITY,<b>嘲讽</b>。<b>复生</b>。受伤时拥有+3攻击力。,MINION,,,,,,,,,,,,,,,,,,,,普通,5.0,6.177836264338427,0.8093448557163146,中立
Ramzy Kamen,2.0,NEUTRAL,True,4,117848,托加被杀害，被分食，被用来召唤亡灵，甚至被当作灵体的传声筒。但至少他收获了许多故事。,7.0,,TLC_102,['BATTLECRY'],托加,BEAST,"['UNDEAD', 'BEAST']",LEGENDARY,THE_LOST_CITY,<b>战吼：</b>抽一张<b>延系</b>牌以及另一张可以激活其效果的牌。,MINION,,,,True,,,,,,,,,,,,,,,,传说,9.0,7.704556010274983,1.1681399924924138,中立
Matt Dixon,6.0,NEUTRAL,True,7,117877,安布拉在外游荡多年，如今又将重返故土。当她回到这座古城，她一定要让始祖龟一族得到其应有的……,6.0,购买<i>安戈洛龟途</i>炉石通行证后开放解锁。,TLC_106,['BATTLECRY'],末日使者安布拉,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>触发本局对战中死亡的5个友方随从的<b>亡语</b>。,MINION,,['DEATHRATTLE'],,True,,,,,,True,,,,,打开<i>安戈洛龟途</i>卡牌包后可解锁。,,,,,传说,12.0,12.284715248084652,0.9768236184286776,中立
Timur Shevtsov,3.0,NEUTRAL,True,5,117885,那是个月黑风高的元素……,6.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_107,['TRIGGER_VISUAL'],聚积旋风,ELEMENTAL,['ELEMENTAL'],EPIC,THE_LOST_CITY,每当本随从攻击时，先对目标造成3点伤害。<b>延系：</b>获得<b>突袭</b>。,MINION,,['RUSH'],,,,,,,,,,,,,,,,,,史诗,9.0,9.231275756211538,0.9749465011858283,中立
Timur Shevtsov,3.0,NEUTRAL,True,3,117889,“我镐到了黄金！不——！”,3.0,,TLC_109,"['BATTLECRY', 'DISCOVER']",遗宝挖掘工,,,COMMON,THE_LOST_CITY,<b>战吼：</b>摧毁你牌库顶的牌，<b>发现</b>一张稀有度与其相同的牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
Kevin Sidharta,5.0,NEUTRAL,True,6,121026,“我来陪你逛？城！”,7.0,购买<i>安戈洛龟途</i>炉石通行证后开放解锁。,TLC_110,['BATTLECRY'],城市首脑埃舒,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>如果你牌库中的随从牌均属于同一随从类型，使你的其他随从获得+2/+2<i>（无论它们在哪）</i>。,MINION,,,,True,,,,,,,,,,,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,,,,,传说,12.0,10.757995502148095,1.1154494345720734,中立
Drew Hill,4.0,MAGE,True,4,117531,书欲静而风不止。,5.0,,TLC_220,['TRIGGER_VISUAL'],扫页疾风,ELEMENTAL,['ELEMENTAL'],COMMON,THE_LOST_CITY,在你召唤一个元素后，随机对一个敌人造成3点伤害。,MINION,,,,,,,,,,,,,,,,,,,,普通,9.0,7.704556010274983,1.1681399924924138,法师
Stefano Spagnuolo,2.0,SHAMAN,True,3,117533,生性友善，但它找你玩抛接游戏的时候一定要小心。,3.0,,TLC_223,['BATTLECRY'],火山长尾蜥,ELEMENTAL,"['ELEMENTAL', 'BEAST']",RARE,THE_LOST_CITY,<b>战吼：</b>抽一张火焰法术牌。<b>延系：</b>使其获得<b>法术伤害+2</b>。,MINION,,['SPELLPOWER'],,,,,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,萨满
Felideus Bubastis,2.0,SHAMAN,True,4,117534,它那条机械手臂由火山热能驱动，而另一条手臂……也一样。,5.0,,TLC_224,['TRIGGER_VISUAL'],机械熔火,ELEMENTAL,"['ELEMENTAL', 'MECHANICAL']",COMMON,THE_LOST_CITY,"每当你使用一张
火焰法术牌时，获得等同于其法力值消耗的属性值。",MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,7.704556010274983,0.9085533274940997,萨满
Melvin Chan,1.0,SHAMAN,True,2,117612,“离火远一点。”“可它们是我的朋友！”,2.0,,TLC_225,['DEATHRATTLE'],烬鳍鱼人,ELEMENTAL,"['ELEMENTAL', 'MURLOC']",COMMON,THE_LOST_CITY,<b>亡语：</b>召唤一个2/1的炽烈烬火。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,4.651116518401871,0.6450064168744591,萨满
Drew Hill,2.0,MAGE,True,3,117535,负责收拾图书馆暴怒者留下的烂摊子。,2.0,,TLC_226,['DEATHRATTLE'],咒术图书管理员,ELEMENTAL,['ELEMENTAL'],EPIC,THE_LOST_CITY,<b>亡语：</b>抽一张法术牌。<b>延系：</b>召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,,,,,,史诗,4.0,6.177836264338427,0.6474758845730517,法师
Ivan Fomin,1.0,SHAMAN,True,3,117617,她做了个奇特的熔岩蛋糕。,5.0,,TLC_228,['AURA'],布拉玛·灼石,,,LEGENDARY,THE_LOST_CITY,你的元素会额外造成1点伤害。,MINION,,,,True,,,,,,,,,,,,,,,,传说,6.0,6.177836264338427,0.9712138268595775,萨满
Eva Widermann,2.0,DRUID,True,3,117652,是呀，给蛋画上彩绘可*太*有用了呢。,3.0,,TLC_233,['BATTLECRY'],孵化辅助师,,,RARE,THE_LOST_CITY,<b>战吼：</b>使你的其他攻击力小于或等于2的随从获得+1/+2和<b>嘲讽</b>。,MINION,,['TAUNT'],,,,,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,德鲁伊
Gabriel Lopes,5.0,DRUID,True,4,117653,安戈洛版的螃蟹草。,1.0,,TLC_234,['DEATHRATTLE'],永生血瓣花,,,EPIC,THE_LOST_CITY,<b>亡语：</b>召唤一个0/1的永生花芽。,MINION,,,,,,,,,,,,,,,,,,,,史诗,6.0,7.704556010274983,0.7787599949949425,德鲁伊
Ivo Campelo da Silva,0.0,DRUID,True,3,117657,啊！煎蛋卷！,2.0,,TLC_237,['DEATHRATTLE'],啸天龙蛋,,,COMMON,THE_LOST_CITY,<b>亡语：</b>召唤四只2/1的啸天龙宝宝。,MINION,,,,,,,,,,,,,,,,,,,,普通,2.0,6.177836264338427,0.32373794228652586,德鲁伊
Tanamaes Leejierasaes,6.0,PALADIN,True,6,117949,这只恐龙的样子好鳍怪……,3.0,,TLC_240,"['DEATHRATTLE', 'RUSH']",填鳃暴龙,BEAST,"['MURLOC', 'BEAST']",RARE,THE_LOST_CITY,"<b>突袭</b>。<b>亡语：</b>
召唤三个2/1的鱼人，使其各获得一项随机<b>额外效果</b>。",MINION,,,,,,,,,,,,,,,,,,,,稀有,9.0,10.757995502148095,0.836587075929055,圣骑士
James Ryman,2.0,PALADIN,True,4,117951,蛇颈龙：我湿，故我载。,7.0,,TLC_241,['AURA'],蛇颈龙群的伊度,,,LEGENDARY,THE_LOST_CITY,当本随从存活时，你获取一张法力值消耗为（2）的神圣法术牌，该牌可以使一个随从获得+2/+2和<b>圣盾</b>。,MINION,,['DIVINE_SHIELD'],,True,,,,,,,,,,,,,,,,传说,9.0,7.704556010274983,1.1681399924924138,圣骑士
Gabor Szikszai,1.0,NEUTRAL,True,3,118220,我才刚满30岁。,5.0,,TLC_242,['BATTLECRY'],远古剑龙,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>战吼：</b>从<b>嘲讽</b>，<b>剧毒</b>或+1/+1中选择一项并获得。,MINION,,"['POISONOUS', 'TAUNT']",,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
BOSi Studio,8.0,NEUTRAL,True,9,118221,召集风暴。喷吐火焰。不过首先，转上几圈。,8.0,,TLC_243,"['RUSH', 'WINDFURY']",涡流风暴幼龙,ELEMENTAL,"['ELEMENTAL', 'DRAGON']",COMMON,THE_LOST_CITY,"<b>突袭</b>。<b>风怒</b>
<b>延系：</b>在本回合中获得<b>免疫</b>。",MINION,,['IMMUNE'],,,,,,,,,,,,,,,,,,普通,16.0,15.338154739957762,1.0431502531603787,中立
Sergey Tsvelykh,3.0,NEUTRAL,True,2,118223,“哇，这朵花张着大嘴，刚好能把脑袋放进去。”,5.0,,TLC_244,['DEATHRATTLE'],好奇的探险者,,,COMMON,THE_LOST_CITY,"<b>亡语：</b>使你对手的手牌中一张随从牌的
法力值消耗减少（2）点。",MINION,,,,,,,,,,,,,,,,,,,,普通,8.0,4.651116518401871,1.7200171116652243,中立
Zoltan Boros,2.0,NEUTRAL,True,2,118224,它更喜欢“资深”这个词。,1.0,,TLC_245,['BATTLECRY'],远古迅猛龙,BEAST,['BEAST'],EPIC,THE_LOST_CITY,<b>战吼：</b>从+3攻击力，<b>圣盾</b>或“<b>亡语：</b>召唤两个1/1的植物”中选择一项并获得。,MINION,,"['DEATHRATTLE', 'DIVINE_SHIELD']",,,,,,,,,,,,,,,,,,史诗,3.0,4.651116518401871,0.6450064168744591,中立
Jaemin Kim,4.0,NEUTRAL,True,4,118232,那是什么动静？请他导览太可怕了。,4.0,,TLC_246,['BATTLECRY'],远古翼手龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,<b>战吼：</b>从<b>扰魔</b>，<b>风怒</b>或直到下回合<b>潜行</b>中选择一项获得。,MINION,,"['ELUSIVE', 'STEALTH', 'WINDFURY']",,,,,,,,,,,,,,,,,,稀有,8.0,7.704556010274983,1.0383466599932567,中立
Alex Horley Orlandelli,5.0,NEUTRAL,True,4,118235,100只恐鸟对阵1只剑齿豹，哪一方会获胜？,3.0,,TLC_247,"['STEALTH', 'TRIGGER_VISUAL']",原始剑齿豹,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>潜行</b>。在本随从攻击并消灭一个随从后，获取一张被消灭随从的复制。,MINION,,,,,,,,,,,,,,,,,,,,普通,8.0,7.704556010274983,1.0383466599932567,中立
Vika Yarova,2.0,NEUTRAL,True,1,118222,“嘿！你知道我有多火吗？”,1.0,,TLC_249,['DEATHRATTLE'],炽烈烬火,ELEMENTAL,['ELEMENTAL'],COMMON,THE_LOST_CITY,<b>亡语：</b>造成2点伤害，随机分配到所有敌人身上。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,中立
Gabor Szikszai,5.0,NEUTRAL,True,4,118247,山鳄鱼为什么是环形的？,4.0,,TLC_250,['BATTLECRY'],环形山鳄鱼,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>战吼：</b>直到你的下个回合开始，敌方英雄无法被治疗。,MINION,,,,,,,,,,,,,,,,,,,,普通,9.0,7.704556010274983,1.1681399924924138,中立
Mauricio Herrera,3.0,NEUTRAL,True,3,118251,“姆咯啦哇啦咯啦咯啦！！！”<i>全都干掉！</i>,2.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_251,['BATTLECRY'],蛮鱼挑战者,MURLOC,['MURLOC'],RARE,THE_LOST_CITY,<b>战吼：</b>你的下一个<b>延系</b>效果会触发两次。,MINION,,,,,,,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,中立
Ivan Fomin,3.0,NEUTRAL,True,3,118252,软泥怪→软泥→软→车,3.0,打开<i>安戈洛龟途</i>金色包后可解锁。,TLC_252,['BATTLECRY'],蚀解软泥怪,,,RARE,THE_LOST_CITY,<b>战吼：</b>消灭一个友方随从，将一张骸骨置入你的手牌。骸骨可以使一个随从获得被消灭随从的攻击力和生命值。,MINION,,,,,,消灭一个友方随从。,,,,,,,,,打开<i>安戈洛龟途</i>卡牌包后可解锁。,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,中立
Luca Zontini,5.0,NEUTRAL,True,3,118254,说句石化……,5.0,,TLC_253,,石化食人魔,,,COMMON,THE_LOST_CITY,起始<b>休眠</b>状态。<b>休眠</b>状态下，在你的回合开始时，获得+2/+2。<i>（50%的几率改为唤醒。）</i>,MINION,,,,,,,,,,,,,,,,,,,,普通,10.0,6.177836264338427,1.6186897114326293,中立
Max Grecke,1.0,NEUTRAL,True,2,118257,“后来，又一只海龟成功入水！”,2.0,,TLC_254,['TRIGGER_VISUAL'],讲故事的始祖龟,,,EPIC,THE_LOST_CITY,在你的回合结束时，使每个不同类型的各一个友方随从获得+1/+1。,MINION,,,,,,,,,,,,,,,,,,,,史诗,3.0,4.651116518401871,0.6450064168744591,中立
