artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn
Kevin Sidharta,7.0,NEUTRAL,True,3,120954,最爱的风味：香草。,2.0,,TIME_053,,流沙巨口,BEAST,"['ELEMENTAL', 'BEAST']",COMMON,TIME_TRAVEL,,MINION,,,,,,,,,,,,,,,,,,,,普通
Kati Sarin,3.0,NEUTRAL,True,4,120955,呃，我决定跳过这个世纪了，真的“艇”无聊的。,4.0,,TIME_054,['TRIGGER_VISUAL'],时空艇长,PIRATE,['PIRATE'],COMMON,TIME_TRAVEL,在每个玩家的回合结束时，使其获得一张幸运币。,MINION,,,,,,,,,,,,,,,,,,,,普通
Brian Despain,4.0,NEUTRAL,True,5,120958,仔细一想，我们都是来自过去的时空旅人。,5.0,购买<i>穿越时间流</i>炉石通行证后开放解锁。,TIME_055,"['ENRAGED', 'TRIGGER_VISUAL']",未知旅客,,,RARE,TIME_TRAVEL,在本随从受到伤害并存活下来后，随机变形成为一个法力值消耗为（7）的随从。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Matt Dixon,4.0,NEUTRAL,True,3,120961,哇好可爱啊。,1.0,购买<i>穿越时间流</i>炉石通行证后开放解锁。,TIME_056,"['DIVINE_SHIELD', 'LIFESTEAL']",青铜雏龙,DRAGON,['DRAGON'],COMMON,TIME_TRAVEL,<b>吸血</b>。<b>圣盾</b>,MINION,,,,,,,,,,,,,,,,,,,,普通
Caroline Gariba,4.0,NEUTRAL,True,4,120962,他每一段故事的开头都是“想当初，我……”,5.0,,TIME_057,['BATTLECRY'],年迈的真理追寻者,DRAENEI,['DRAENEI'],COMMON,TIME_TRAVEL,<b>战吼：</b>将双方玩家手牌中每张牌的法力值消耗变回原消耗。,MINION,,,,,,,,,,,,,,,,,,,,普通
Tanamaes Leejierasaes,1.0,NEUTRAL,True,1,120964,当心，振翅蝶效应的后果更危险！,1.0,,TIME_058,['DEATHRATTLE'],渺小的振翅蝶,BEAST,['BEAST'],RARE,TIME_TRAVEL,"<b>亡语：</b>随机召唤一个
法力值消耗为（2）并<b>休眠</b>2回合的随从。",MINION,,,,,,,,,,,,,,,,,,,,稀有
Max Grecke,2.0,NEUTRAL,True,3,120966,只要找到正确的复制体就可以了。,1.0,购买<i>穿越时间流</i>炉石通行证后开放解锁。,TIME_059,"['BATTLECRY', 'ELUSIVE']",悖论活体,,,COMMON,TIME_TRAVEL,<b>扰魔</b>。<b>战吼：</b>召唤两个2/1并具有<b>扰魔</b>的悖论活体。,MINION,,,,,,,,,,,,,,,,,,,,普通
Matt Dixon,4.0,NEUTRAL,True,3,120976,这不公平！因为你的观测行为，整个结果都变了！,9.0,,TIME_060,,量子反稳定机,MECHANICAL,['MECHANICAL'],COMMON,TIME_TRAVEL,本随从受到的所有伤害翻倍。,MINION,,,,,,,,,,,,,,,,,,,,普通
Stefan Bogdasarov,3.0,NEUTRAL,True,2,120977,越时相关性和越时因果有很大区别。,2.0,,TIME_061,['BATTLECRY'],越时因果,ELEMENTAL,['ELEMENTAL'],EPIC,TIME_TRAVEL,<b>战吼：</b>倒转你的牌库排序。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Vika Yarova,3.0,NEUTRAL,True,4,120979,不需要强行加设定！,6.0,,TIME_062,['BATTLECRY'],史书守护者,,,COMMON,TIME_TRAVEL,<b>战吼：</b>如果你的手牌中有龙牌，则获得<b>嘲讽</b>和<b>圣盾</b>。,MINION,,"['DIVINE_SHIELD', 'TAUNT']",,,,,,,,,,,,,,,,,,普通
Stefan Bogdasarov,8.0,NEUTRAL,True,3,120981,我们本想让他<b>休眠</b>15秒，但后来发现实在太短了。,8.0,,TIME_063,['RUSH'],时光之主诺兹多姆,DRAGON,['DRAGON'],LEGENDARY,TIME_TRAVEL,<b>休眠</b>5回合。<b>突袭</b>。在你使用一张最新扩展包的牌后，提前1回合唤醒。,MINION,,,,True,,,,,,True,,,,,,,,,,传说
James Ryman,4.0,NEUTRAL,True,7,120985,戴……欧斯。德——哎爱——欧斯……,8.0,购买<i>穿越时间流</i>炉石通行证后开放解锁。,TIME_064,['AURA'],时空领主戴欧斯,,,LEGENDARY,TIME_TRAVEL,你的<b>战吼</b>，<b>亡语</b>，英雄技能和回合结束效果会触发两次。,MINION,,"['BATTLECRY', 'DEATHRATTLE']",,True,,,,,,,,,,,可以在<i>穿越时间流</i>奖励路线中获得该奖励。,,,,,传说
Matt Dixon,2.0,NEUTRAL,True,4,121051,花了大力气来保持沙漏形体。,4.0,,TIME_100,"['DIVINE_SHIELD', 'TRIGGER_VISUAL']",沙漏侍者,,,COMMON,TIME_TRAVEL,<b>圣盾</b>。在你的回合结束时，使你手牌中的所有随从牌获得+1/+1。,MINION,,,,,,,,,,,,HORDE,,,,,,,,普通
Tanamaes Leejierasaes,4.0,NEUTRAL,True,3,121670,糟了！时间线<b>裂变</b>了！,3.0,,TIME_101,['TRIGGER_VISUAL'],穿越的炎术士,,,COMMON,TIME_TRAVEL,每当你<b>裂变</b>一张牌时，对所有敌方随从造成2点伤害。,MINION,,,,,,,,,,,,,,,,,,,,普通
Felideus Bubastis,2.0,NEUTRAL,True,3,121671,“我就是自己的闹钟。”,2.0,购买<i>穿越时间流</i>炉石通行证后开放解锁。,TIME_102,['BATTLECRY'],昼夜节律术师,,,EPIC,TIME_TRAVEL,<b>战吼：</b>随机将一张法力值消耗为（8）的随从牌置入你的手牌，在你的回合开始时，其法力值消耗减少（1）点。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Ivan Fomin,4.0,NEUTRAL,True,6,121672,克罗米上下求索，可就是找不到足以对抗姆诺兹多的英雄团队。至少，<i>这</i>条时间线不够……,6.0,,TIME_103,['DEATHRATTLE'],克罗米,,,LEGENDARY,TIME_TRAVEL,<b>亡语：</b>抽取你在本局对战中使用过的每张牌的另一张复制。0<i>（抽0张牌）</i>,MINION,,,,True,,,,,,True,,,,,,,,,,传说
Timur Shevtsov,3.0,SHAMAN,True,5,119643,铁炉堡的史书中最为惨痛的一笔，莫过于穆拉丁国王亲手击毙了堕落的王子阿尔萨斯。巫妖王未能崛起，驭雷者团结如初，可是王子的死还是给联盟留下了一道嫌隙，永远无法弥合。,2.0,,TIME_209,"['BATTLECRY', 'DEATHRATTLE', 'RUSH']",高山之王穆拉丁,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>突袭</b>。<b>战吼：</b>为本随从装备高山之王的战锤！<b>亡语：</b>将该战锤置入你的手牌。",MINION,,,,True,,,,,,,,,,,,,,,,传说
Eva Widermann,5.0,DRUID,True,5,119928,艾萨拉曾是卡多雷一族仁善的女王。而在某条时间线中，她一直都是这样的女王。,5.0,,TIME_211,['CHOOSE_ONE'],艾萨拉女士,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>抉择：</b>强化辛艾萨莉；或者永恒之井。<i>（未选择的选项会被摧毁！）</i>",MINION,,,,True,,,,,,,,,,,,,,,,传说
Brian Adriel,,SHAMAN,True,1,120173,阿针，你来真的啊。,,,TIME_212,,引雷针,,,COMMON,TIME_TRAVEL,对一个友方随从造成$2点伤害，以随机对一个敌方随从造成$4点伤害。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,普通
Kati Sarin,2.0,SHAMAN,True,2,120437,在这条时间线中，矮人一族在图腾雕刻方面展现出了非凡的创意。,3.0,,TIME_213,['BATTLECRY'],始源监督者,,,COMMON,TIME_TRAVEL,<b>战吼：</b>如果你在本牌在你手中时施放过自然法术，获得+1/+1并抽一张牌。,MINION,,,,,,,,,,,,,,,,,,,,普通
Ivo Campelo da Silva,1.0,SHAMAN,True,2,120175,“我把那个电容放哪了……”,4.0,,TIME_214,"['TAUNT', 'TRIGGER_VISUAL']",时流亡魂,ELEMENTAL,['ELEMENTAL'],RARE,TIME_TRAVEL,<b>嘲讽</b>。每当你即将用自然法术对本随从造成伤害，改为本随从获得+2/+1。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Timur Shevtsov,,SHAMAN,True,2,120176,想看看我的肌肉吗？发挥得不错！发挥得不错！吃我一锤！,,,TIME_215,,雷霆动地,,,RARE,TIME_TRAVEL,对所有随从造成$1点伤害。获取一张静电震击。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,稀有
Diego Gil,,SHAMAN,True,3,120448,等等吧，等它长成一道成熟的闪电。,,,TIME_216,,新生闪电,,,RARE,TIME_TRAVEL,对一个随从造成$5点伤害。如果该随从依然存活，抽两张牌。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,稀有
Edgar Hidalgo,5.0,SHAMAN,True,5,120177,矮人和自己的雷鸫之间有着特殊的连结，不惧锤锻，不怕火炼。,5.0,,TIME_217,['TRIGGER_VISUAL'],雷鸫,ELEMENTAL,"['ELEMENTAL', 'BEAST']",EPIC,TIME_TRAVEL,每当你即将用自然法术对本随从造成伤害，改为随机召唤一个法力值消耗为（5）的随从。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Luca Zontini,,SHAMAN,True,0,121020,开战之前用脚在毛毡上反复摩擦了几个小时。,,,TIME_218,,静电震击,,,COMMON,TIME_TRAVEL,对一个随从造成$1点伤害。在本回合中，使你的英雄获得+1攻击力。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,普通
Stefan Bogdasarov,2.0,PRIEST,True,4,120450,要解决最顽固的污渍，只需混合以下物品：小苏打，醋，还有炽烈的救赎之光。,3.0,,TIME_427,"['BATTLECRY', 'LIFESTEAL']",净化的光耀之子,ELEMENTAL,['ELEMENTAL'],RARE,TIME_TRAVEL,<b>吸血</b>。<b>战吼：</b>对一个敌方随从造成等同于本随从生命值的伤害。,MINION,,,,,,造成等同于本随从生命值的伤害。,,,,,,,,,,,,,,稀有
Tanamaes Leejierasaes,3.0,NEUTRAL,True,2,120452,*老派的鱼人语*,1.0,,TIME_428,['TRIGGER_VISUAL'],昨日鱼人,MURLOC,['MURLOC'],COMMON,TIME_TRAVEL,在你的回合结束时，使你的其他随从获得+1生命值。,MINION,,,,,,,,,,,,,,,,,,,,普通
Edgar Hidalgo,4.0,PRIEST,True,4,120471,欲成圣道，须修澄心。,5.0,,TIME_429,['BATTLECRY'],神圣预言师,DRAENEI,['DRAENEI'],EPIC,TIME_TRAVEL,<b>战吼：</b>将你手牌中每张随从牌的攻击力和生命值变为两者中的高值。,MINION,,,,,,,,,,,,,,,,,,,,史诗
James Ryman,1.0,PRIEST,True,2,120475,“我愿为你效力。而且，我猛得很！”,4.0,,TIME_431,"['BATTLECRY', 'TAUNT']",琥珀女祭司,,,COMMON,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>为一个角色恢复等同于本随从生命值的生命值。,MINION,,,,,,恢复等同于本角色生命值的生命值。,,,,,,,,,,,,,,普通
Vlad Botos,,PRIEST,True,3,120477,想象一下……龙来了！,,,TIME_432,['DISCOVER'],纠缠宿命,,,RARE,TIME_TRAVEL,从你的牌库和对手的牌库各<b>发现</b>一张牌的一张复制。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Brian Despain,,PRIEST,True,3,120492,空引用异常：对象引用未设置为对象的实例。,,,TIME_433,,抹除存在,,,COMMON,TIME_TRAVEL,<b>回溯</b>。<b>沉默</b>并消灭一个随机敌方随从。,SPELL,,['SILENCE'],,,,,,,,,,,,,,,,,,普通
Ursula Dorada,4.0,NEUTRAL,True,3,120527,写给过去的自己：我就快死了，记得给我报仇。,1.0,,TIME_434,['DEATHRATTLE'],时空旅行者,,,COMMON,TIME_TRAVEL,<b>亡语：</b>召唤一个4/1的影子，并使其随机攻击一个敌方随从。,MINION,,,,,,,,,,,,,,,,,,,,普通
Mooncolony,6.0,PRIEST,True,6,120543,“伊特努丝绝不会背弃我们！”——永恒龙军团,2.0,,TIME_435,['BATTLECRY'],伊特努丝,DRAGON,['DRAGON'],LEGENDARY,TIME_TRAVEL,<b>战吼：</b>夺取一个生命值小于或等于本随从的敌方随从的控制权。,MINION,,,,True,,夺取生命值小于本随从的随从的控制权。,,,,True,,,,,,,,,,传说
BOSi Studio,,PRIEST,True,7,120544,万年以来，魔法笼罩着时光流汇以及整片巨龙群岛，将其与艾泽拉斯的其余地区隔绝开来——哪怕是巨龙军团自己也无法接近。,3.0,,TIME_436,,过去的时光流汇,,,EPIC,TIME_TRAVEL,随机召唤一条法力值消耗大于或等于（5）点的龙。<i>推进到现在！</i>,LOCATION,,,,,,,,,,,,,,,,,,,,史诗
Jason Kang,,DEMONHUNTER,True,4,120922,回溯之后再次错斩，这太伊利丹了。,,,TIME_441,,永世裂痕,,,COMMON,TIME_TRAVEL,<b>回溯</b>。随机对两个敌人造成$4点伤害。,SPELL,,,FEL,,,,,,,,,,,,,,,,,普通
BOSi Studio,2.0,DEMONHUNTER,True,4,120988,如果表现良好，刑期还能减几个回合。,6.0,,TIME_442,"['BATTLECRY', 'DEATHRATTLE']",时间流守望者,,,EPIC,TIME_TRAVEL,<b>战吼：</b>囚禁一个敌方随从，使其<b>休眠</b>10000回合。<b>亡语：</b>唤醒该随从。,MINION,,,,,,将一个随从囚禁10000回合。,,,,,,,,,,,,,,史诗
Vladimir Kafanov,,DEMONHUNTER,True,4,120990,这样的狗狗摸不得！,,,TIME_443,,怒火狱犬,,,RARE,TIME_TRAVEL,召唤两个3/3的恶魔。如果你的牌库中没有随从牌，使其攻击生命值最低的敌人。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Daniil Kudriavtsev,2.0,DEMONHUNTER,True,1,120993,哦，原来丢在这个时候了。,2.0,,TIME_444,['DEATHRATTLE'],迷时战刃,,,COMMON,TIME_TRAVEL,"<b>亡语：</b>随机获取
一张来自过去的恶魔牌。",WEAPON,,,,,,,,,,,0.0,,,,,,,,,普通
BOSi Studio,,DEMONHUNTER,True,6,120999,用时间垒成的坚垒，永时坚垒。,3.0,,TIME_446,['DISCOVER'],永时坚垒,,,LEGENDARY,TIME_TRAVEL,<b>发现</b>一张法力值消耗大于或等于（5）点的任意恶魔牌。如果你的牌库中没有随从牌，你的下一张随从牌法力值消耗为（0）点。,LOCATION,,,,True,,,,,,,,,,,,,,,,传说
Ramzy Kamen,,PRIEST,True,1,121005,所谓团队合作的真谛，就是躲在黄色的泡泡里，假装伤害机制不存在。,,,TIME_447,,真言术：障,,,RARE,TIME_TRAVEL,使一个角色获得<b>圣盾</b>。使你手牌中的随从牌获得+2生命值。,SPELL,,['DIVINE_SHIELD'],HOLY,,,,,,,,,,,,,,,,,稀有
Stefan Bogdasarov,,DEMONHUNTER,True,3,121023,独处时间。,,,TIME_448,['DISCOVER'],命源,,,COMMON,TIME_TRAVEL,<b>发现</b>2张随从牌。如果你的牌库中没有随从牌，使你手牌中的随从牌法力值消耗减少（2）点。,SPELL,,,,,,,,,,,,,,,,,,,,普通
Ramzy Kamen,,DEMONHUNTER,True,3,121024,我的父亲有+4攻击力，我父亲的父亲也有+4攻击力。,,,TIME_449,,绵延传承,,,RARE,TIME_TRAVEL,在本回合中，使你的英雄获得+4攻击力。如果你的牌库中没有随从牌，使你手牌中的随从牌获得+4攻击力。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Tee Fuyuan,,HUNTER,True,2,119696,保证精确，但不保证准确。,,,TIME_600,,精确射击,,,EPIC,TIME_TRAVEL,"造成$3点伤害。如果本牌位于你手牌的正中间，改为造成
$5点。",SPELL,,,,,,,,,,,,,,,,,,,,史诗
Vika Yarova,3.0,HUNTER,True,2,120788,不会计较你脱靶了多少次。,1.0,,TIME_601,['BATTLECRY'],拾箭龙鹰,BEAST,['BEAST'],COMMON,TIME_TRAVEL,<b>战吼：</b>抽牌，直到你拥有三张手牌。,MINION,,,,,,,,,,,,,,,,,,,,普通
Slawomir Maniak,,HUNTER,True,3,120501,大个子山姆鱼饵专营店出品，生产过程中没有虫子受到虐待。,,,TIME_602,,虫洞,,,RARE,TIME_TRAVEL,<b>回溯</b>。随机召唤一只法力值消耗为（3）的野兽并使其攻击随机敌人。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Melvin Chan,1.0,HUNTER,True,2,119702,相信我，计时器总会在0秒时准时停止。,1.0,,TIME_603,['DEATHRATTLE'],计时炸弹,MECHANICAL,['MECHANICAL'],COMMON,TIME_TRAVEL,<b>亡语：</b>随机消灭一个敌方随从。,MINION,,,,,,,,,,,,,,,,,,,,普通
Dmitry Bolotov,3.0,HUNTER,True,6,119703,当心！它在你6点钟方向！,4.0,,TIME_605,"['BATTLECRY', 'ELUSIVE', 'RUSH']",纪元追猎者,BEAST,['BEAST'],COMMON,TIME_TRAVEL,"<b>突袭</b>。<b>扰魔</b>
<b>战吼：</b>召唤一个本随从的复制。",MINION,,,,,,,,,,,,,,,,,,,,普通
Tee Fuyuan,1.0,HUNTER,True,1,119704,打脸的时候，时间过得总是很快。,3.0,,TIME_606,['AURA'],奎尔多雷造箭师,,,RARE,TIME_TRAVEL,当你的手牌少于或等于三张时，你的英雄技能的法力值消耗为（0）点。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Rafael Zanchetin,2.0,HUNTER,True,3,119707,无论她后来会变成什么样子，她都是抗击巫妖王时最为英勇的游侠将军，是银月城的英雄。,4.0,,TIME_609,['BATTLECRY'],游侠将军希尔瓦娜斯,,,LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>战吼：</b>对所有敌人造成2点伤害。如果你使用过奥蕾莉亚或温蕾萨，每使用过一位，重复一次。",MINION,,,,True,,,,,,True,,,,,,,,,,传说
Daniil Kudriavtsev,,DEATHKNIGHT,True,6,120530,昨日的旧事往往会在明天拖下长长的阴影。比方说，选择<b>回溯</b>。,,,TIME_610,,昨日之影,,,RARE,TIME_TRAVEL,<b>回溯</b>。召唤四个3/2的影子，每个影子分别随机获得两项<b>额外效果</b>。,SPELL,,,SHADOW,,"{'blood': 0, 'frost': 0, 'unholy': 2}",,,,,,,,,,,,,,,稀有
Brian Adriel,,DEATHKNIGHT,True,2,120389,时间拖得足够长，坏掉的钟也能有几次准的时候。,,,TIME_611,,时间停滞,,,COMMON,TIME_TRAVEL,造成$3点伤害。随机<b>冻结</b>两个敌方随从。,SPELL,,['FREEZE'],FROST,,"{'blood': 0, 'frost': 2, 'unholy': 0}",,,,,,,,,,,,,,,普通
Brian Despain,,DEATHKNIGHT,True,3,121011,这不是血，是月莓汁。,,,TIME_612,['DISCOVER'],赤红汲取,,,COMMON,TIME_TRAVEL,<b>发现</b>一张法术牌。本牌消耗生命值，而非法力值。,SPELL,,,SHADOW,,"{'blood': 1, 'frost': 0, 'unholy': 0}",,,,,,,,,,,,,,,普通
Kevin Sidharta,2.0,DEATHKNIGHT,True,1,120481,勇士的笑容渐渐凝固……,1.0,,TIME_613,['DEATHRATTLE'],时空冰封勇士,,,COMMON,TIME_TRAVEL,<b>亡语：</b>随机获取一张<b>传说</b>随从牌，其法力值消耗减少（1）点。,MINION,,,,,"{'blood': 0, 'frost': 1, 'unholy': 0}",,,,,,,,,,,,,,,普通
Caroline Gariba,3.0,DEATHKNIGHT,True,3,121015,可以把你的痛苦转嫁给更健康的个体——你的对手。,4.0,,TIME_614,['BATTLECRY'],生命撕裂者,UNDEAD,['UNDEAD'],RARE,TIME_TRAVEL,<b>战吼：</b>在本回合中，如果你的英雄的生命值发生变化，对一个敌方随从造成6点伤害。,MINION,,,,,,对一个敌方随从造成6点伤害。,,,,,,,,,,,,,,稀有
AJ Nazzaro,,DEATHKNIGHT,True,8,121014,既然忘了，就别提了。,,,TIME_615,,遗忘纪元,,,EPIC,TIME_TRAVEL,用随机亡灵牌填满你的手牌。在本回合中，这些牌消耗生命值，而非法力值。,SPELL,,,,,"{'blood': 1, 'frost': 0, 'unholy': 1}",,,,,,,,,,,,,,,史诗
Felideus Bubastis,,DEATHKNIGHT,True,4,120209,“放我安心地去吧！”,,,TIME_616,,悼念成真,,,RARE,TIME_TRAVEL,召唤在本局对战中死亡的法力值消耗最高的友方亡灵。,SPELL,,,SHADOW,,,,,,,,,,,,,,,,,稀有
Dmitry Bolotov,8.0,DEATHKNIGHT,True,4,121017,冻心的时候，时间过得总是特别特别快。,7.0,,TIME_617,['TRIGGER_VISUAL'],时空封冻者,UNDEAD,['UNDEAD'],EPIC,TIME_TRAVEL,你不再会在你的回合开始时抽牌。,MINION,,,,,"{'blood': 0, 'frost': 1, 'unholy': 1}",,,,,,,,,,,,,,,史诗
Grafit,5.0,DEATHKNIGHT,True,4,121000,第二次生命往往会被白白浪费，这为哈斯克提供了无尽的笑料。,3.0,,TIME_618,['BATTLECRY'],永时收割者哈斯克,UNDEAD,['UNDEAD'],LEGENDARY,TIME_TRAVEL,<b>战吼：</b>使你的英雄获得“<b>亡语：</b>消耗最多20份<b>残骸</b>，复活你的英雄并使其具有等量生命值。”,MINION,,['DEATHRATTLE'],,True,,,,,,,,,,,,,,,,传说
James Ryman,4.0,DEATHKNIGHT,True,4,120183,在某条黑暗的时间线中，塔兰吉不幸被害，又被复活为死亡骑士。可即便是死亡，也不能阻止她保护赞达拉的人民。,5.0,,TIME_619,['BATTLECRY'],墓地尊主塔兰吉,UNDEAD,['UNDEAD'],LEGENDARY,TIME_TRAVEL,"<b>奇闻</b>
<b>战吼：</b>抽取邦桑迪<i>（如果他已经死亡则将其复活）</i>，选择并使其获得一项恩泽。",MINION,,,,True,,,,,,,,,,,,,,,,传说
Patrik Bjorkstrom,,HUNTER,True,2,121210,无情的时间沙漏每年都会带走……,,,TIME_620,['SECRET'],失时往生,,,RARE,TIME_TRAVEL,<b>奥秘：</b>当一个友方随从在被使用的下一回合死亡时，再次召唤该随从。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Vlad Botos,,PALADIN,True,5,120644,我们需要找到龙族进化链上缺失的那一环！,,,TIME_700,,时序光环,,,COMMON,TIME_TRAVEL,"在你的回合
结束时，召唤一条3/5并具有<b>嘲讽</b>的龙。持续3回合。",SPELL,,['TAUNT'],HOLY,,,,,,,,,,,,,,,,,普通
Sergey Tsvelykh,,DRUID,True,1,120746,水无常形。,,,TIME_701,['DISCOVER'],波涛形塑,,,RARE,TIME_TRAVEL,从你的牌库中<b>发现</b>一张牌。将其余选项置于牌库底。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,稀有
Vlad Botos,,DRUID,True,2,120748,随波而起，顺潮而去。,,,TIME_702,,潮起潮落,,,COMMON,TIME_TRAVEL,造成$3点伤害。如果你在本牌在你手中时使用过随从牌，获得5点护甲值。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,普通
Matt Dixon,5.0,DRUID,True,5,120749,各种有关我的物种濒危报告有过分夸大的——,5.0,,TIME_703,"['BATTLECRY', 'TAUNT']",濒危的渡渡鸟,BEAST,['BEAST'],RARE,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>如果你的生命值小于或等于10点，获得+5/+5并召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Sergey Tsvelykh,6.0,DRUID,True,7,120761,随堂测验考的永远都是冷门难题。,6.0,,TIME_704,"['BATTLECRY', 'DISCOVER']",上层精灵教师,,,EPIC,TIME_TRAVEL,<b>战吼：</b>获取一张2/2的小学生。<b>发现</b>一个来自过去的法力值消耗大于或等于（7）点的法术，教会小学生。,MINION,,,,,,,,,,,,,,,,,,,,史诗
James Ryman,4.0,DRUID,True,6,120762,这条卡牌趣文花了我们整整一个纪元的时间。,7.0,,TIME_705,"['BATTLECRY', 'TAUNT']",纪元守护者克洛纳,,,LEGENDARY,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>将你牌库底的五张牌的法力值消耗变为（1）点。,MINION,,,,True,,,,,,,,,,,,,,,,传说
Max Grecke,2.0,PALADIN,True,2,120774,卡牌？我们要去的时空不需要卡牌。,3.0,,TIME_706,['BATTLECRY'],超时空鳍侠,MURLOC,['MURLOC'],LEGENDARY,TIME_TRAVEL,"<b>战吼：</b>将你的手牌替换为你的起始手牌。在你的回合结束时
换回。",MINION,,,,True,,,,,,,,,,,,,,,,传说
Jakub Kasper,,DRUID,True,2,122833,我不接受你的现实。换成我的吧！,,,TIME_707,,平行现实,,,EPIC,TIME_TRAVEL,将你的手牌和牌库里的牌替换为来自过去的随机<b>抉择</b>牌，其法力值消耗减少（1）点。,SPELL,,['CHOOSE_ONE'],,,,,,,,,,,,,,,,,,史诗
Stefano Spagnuolo,3.0,ROGUE,True,4,120790,“赶快投降！”“不然就打一场！”,3.0,,TIME_710,"['COMBO', 'STEALTH']",暴徒双人组,,,COMMON,TIME_TRAVEL,<b>潜行</b>。<b>连击：</b>召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,,,,,,普通
Matt Dixon,,ROGUE,True,2,120793,这让我回想起了……使用上一张牌的时候。,,,TIME_711,['COMBO'],闪回,,,RARE,TIME_TRAVEL,随机召唤两个来自过去的法力值消耗为（1）的随从。<b>连击：</b>并具有+1攻击力。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Vlad Botos,,ROGUE,True,7,120797,诛暴和王冠都归我啦！,,,TIME_712,['COMBO'],诛灭暴君,,,COMMON,TIME_TRAVEL,消灭一个随从。<b>连击：</b>随机召唤一个法力值消耗为（8）的随从。,SPELL,,,SHADOW,,,,,,,,,,,,,,,,,普通
Ivan Fomin,4.0,ROGUE,True,5,120805,海盗龙最喜欢这种箱子了。真箱。,6.0,,TIME_713,['BATTLECRY'],时空上将钩尾,PIRATE,"['DRAGON', 'PIRATE']",LEGENDARY,TIME_TRAVEL,<b>战吼：</b>为你的对手召唤一个0/8的宝箱。<i>宝箱装满了幸运币！</i>,MINION,,,,True,,,,,,,,,,,,,,,,传说
Grafit,7.0,WARRIOR,True,6,120817,埃博克好刻薄唉！,5.0,,TIME_714,['BATTLECRY'],时光领主埃博克,DRAGON,['DRAGON'],LEGENDARY,TIME_TRAVEL,"<b>战吼：</b>消灭你的对手上回合使用的
所有随从。",MINION,,,,True,,,,,,,,,,,,,,,,传说
Dmitry Bolotov,,WARRIOR,True,5,120828,观众其实很满意。,,,TIME_715,,为了荣耀！,,,COMMON,TIME_TRAVEL,抽两张牌。你的对手每控制一个随从，本牌的法力值消耗便减少（1）点。,SPELL,,,,,,,,,,,,,,,,,,,,普通
Timur Shevtsov,,WARRIOR,True,2,120829,当前对战模式为始祖龟模式,,,TIME_716,,慢动作,,,RARE,TIME_TRAVEL,下个回合，你的对手卡牌的法力值消耗增加（1）点。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
Zoltan Boros,5.0,NEUTRAL,True,5,120847,龙族士兵接受了一个世纪的青铜化后，这是他的身体发生的变化。,3.0,,TIME_720,"['BATTLECRY', 'TAUNT']",青铜龙士兵,DRAGON,['DRAGON'],RARE,TIME_TRAVEL,<b>嘲讽</b>。<b>战吼：</b>本随从的生命值翻倍。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Sergey Tsvelykh,2.0,DRUID,True,2,121460,如果这两只野兽浮到了你的牌库表面上，那可不是什么好兆头。,3.0,,TIME_730,"['BATTLECRY', 'DISCOVER']",卡多雷培育师,,,RARE,TIME_TRAVEL,<b>战吼：</b><b>发现</b>2张野兽牌，将它们置于你的牌库底并具有+5/+5。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Mike Sass,,WARRIOR,True,2,120975,先行击中球三次，对手就出局了。,,,TIME_750,,先行打击,,,COMMON,TIME_TRAVEL,造成$3点伤害。如果你的手牌中有法力值消耗大于或等于（5）点的随从牌，抽一张随从牌。,SPELL,,,,,,,,,,,,,,,,,,,,普通
